 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 1 1 0 1001
 0 2 1 59 129
 0 2 1 59 106
 0 2 1 59 145
 0 2 1 59 125
 0 2 1 59 120
 0 2 1 59 126
 0 2 1 59 123
 0 2 1 59 125
 0 2 1 59 117
 0 2 1 59 105
 0 2 1 59 125
 0 2 1 59 123
 0 2 1 59 137
 0 2 1 59 125
 0 2 1 59 113
 0 2 1 59 113
 0 2 1 59 103
 0 2 1 59 112
 0 2 1 59 132
 0 2 1 59 132
 0 2 1 59 114
 0 2 1 59 126
 0 2 1 59 120
 0 2 1 59 129
 0 2 1 59 118
 0 2 1 59 104
 0 2 1 59 123
 0 2 1 59 104
 0 2 1 59 126
 0 2 1 59 121
 0 2 1 59 91
 0 2 1 59 116
 0 2 1 59 118
